CustomerName,CustomerPhone,DueDate,GovId,Id,InterestRate,MetalType,PrincipalAmount,ProductDescription,Purity,StartDate,Status,TotalRepaid,Weight
Anjali Verma,9200580717,2026-08-28,IIP5LDFWJE,L-04386,0.85,GOLD,277615,Gold Necklace Set,22K,2025-03-20,ACTIVE,7949,7.95
Gaurav Mehta,9163233055,2025-05-16,3E4AW8351M,L-04387,0.70,GOLD,154436,Gold Ring,22K,2025-04-02,OVERDUE,69143,31.29
Meena Trivedi,9497772941,2026-08-28,X34NHPGD3R,L-04388,1.98,GOLD,195489,Gold Ring,22K,2025-10-31,ACTIVE,84005,19.88
Sunita Jain,9896727565,2025-08-10,TRD04ILT0Q,L-04389,0.93,GOLD,298588,Gold Bracelet,22K,2025-09-28,CLOSED,48060,15.46
Deepak Trivedi,9179723576,2026-10-11,DPJXX8RBSA,L-04390,0.77,GOLD,205703,Gold Necklace Set,22K,2023-04-18,OVERDUE,46625,5.69
Amit Jain,9143550855,2025-02-06,3QLGKT2U8Z,L-04391,0.53,GOLD,336757,Gold Earrings,22K,2023-07-07,CLOSED,85904,19.29
Manoj Shah,9365348698,2025-03-19,OIXAYL25KX,L-04392,1.25,GOLD,47105,Gold Chain (Man),22K,2025-04-02,ACTIVE,15253,16.36
Anita Gupta,9890044593,2026-07-04,E6BX7RANTC,L-04393,0.85,GOLD,230361,Gold Bracelet,22K,2025-08-22,ACTIVE,76981,14.05
Vikram Das,9956350435,2026-01-03,J9CXJJ7ME2,L-04394,2.34,GOLD,113353,Gold Bangles (4 pcs),22K,2023-01-24,OVERDUE,40510,26.33
Sita Trivedi,9379627007,2026-03-23,8WQAB43T1H,L-04395,1.85,GOLD,120122,Gold Ring,22K,2025-01-09,ACTIVE,6810,22.61
Pooja Patel,9439180200,2025-07-16,FYK6K4SZ2R,L-04396,1.43,GOLD,425567,Gold Ring,22K,2023-05-31,ACTIVE,134180,31.43
Meena Nair,9798365457,2026-04-30,DD8OJOLEWO,L-04397,2.05,GOLD,421948,Gold Ring,22K,2025-03-26,ACTIVE,135296,25.07
Arun Kumar,9387958110,2026-05-18,FBPSC1WUGS,L-04398,1.01,GOLD,186485,Gold Chain (Man),22K,2025-10-21,ACTIVE,57,7.05
Deepak Jain,9810534998,2025-12-14,K32HKONMSY,L-04399,2.17,GOLD,171525,Gold Earrings,22K,2025-07-13,CLOSED,53882,26.26
Sunita Shah,9208745023,2025-03-19,LRMMQ90R7H,L-04400,1.28,GOLD,257523,Gold Bangles (4 pcs),22K,2023-02-14,ACTIVE,47865,26.46
Amit Patel,9932785365,2026-08-24,CVLN9UAGD0,L-04401,0.71,GOLD,159364,Gold Earrings,22K,2025-04-07,ACTIVE,20021,9.63
Kavita Verma,9707092059,2026-07-14,FBCBF13DBR,L-04402,1.82,GOLD,228607,Gold Necklace Set,22K,2023-11-11,ACTIVE,25995,17.92
Arun Desai,9368976122,2026-12-06,GWFT5SQRNG,L-04403,1.88,GOLD,125583,Gold Bangles (4 pcs),22K,2025-08-28,CLOSED,40792,18.58
Anita Desai,9417057333,2026-02-06,Z6J3YKEZ5Y,L-04404,2.30,GOLD,46611,Gold Ring,22K,2024-10-03,OVERDUE,20805,27.45
Meena Desai,9518352579,2025-09-01,XYAXVWTN3H,L-04405,2.14,GOLD,395930,Gold Necklace Set,22K,2023-07-04,OVERDUE,52459,7.93
Pooja Pillai,9540791058,2025-04-11,NFV3VNCHPR,L-04406,0.93,GOLD,86021,Gold Ring,22K,2024-07-21,ACTIVE,12540,22.28
Suresh Sharma,9487845396,2026-06-04,1QHZCMZM9R,L-04407,0.87,GOLD,468959,Gold Ring,22K,2024-04-01,ACTIVE,175556,6.07
Deepak Gupta,9254289672,2026-05-20,YZ2Y27TH97,L-04408,1.28,GOLD,25370,Gold Bangles (4 pcs),22K,2023-05-31,CLOSED,8452,17.02
Kavita Kumar,9272171366,2026-11-27,82MISKQUWV,L-04409,2.47,GOLD,328744,Gold Earrings,22K,2023-11-03,ACTIVE,43604,14.5
Anita Shah,9371593321,2025-07-05,EGJRIS5MHN,L-04410,2.43,GOLD,96547,Gold Earrings,22K,2025-07-26,ACTIVE,31340,19.8
Gaurav Pillai,9506357845,2025-02-26,XIAK16V4L8,L-04411,0.99,GOLD,52188,Gold Bangles (4 pcs),22K,2024-09-15,ACTIVE,312,6.35
Rekha Iyer,9663087235,2026-02-11,VDZF181DRB,L-04412,1.91,GOLD,160263,Gold Chain (Man),22K,2023-01-15,CLOSED,65776,17.97
Rekha Jain,9402631225,2025-08-08,AZBJ5MVNM2,L-04413,1.71,GOLD,313727,Gold Earrings,22K,2025-10-22,OVERDUE,1610,27.33
Vikram Patel,9102708325,2025-08-14,V53BQSXJ8J,L-04414,1.38,GOLD,148272,Gold Bracelet,22K,2024-05-20,ACTIVE,21497,6.2
Ravi Patel,9423686729,2025-04-01,CASTTVDOEH,L-04415,1.10,GOLD,25353,Gold Bracelet,22K,2023-07-08,ACTIVE,588,24.35
Rohit Gupta,9395571654,2025-09-09,O4U0TJ77IW,L-04416,1.11,GOLD,100034,Gold Bracelet,22K,2024-10-06,OVERDUE,7664,7.78
Anjali Nair,9186921917,2025-10-02,16N5LN7JIU,L-04417,2.18,GOLD,433515,Gold Bracelet,22K,2024-11-18,OVERDUE,86232,10.43
Pooja Verma,9750081671,2026-02-06,OLYIQ3VVVF,L-04418,1.35,GOLD,191049,Gold Earrings,22K,2024-04-01,ACTIVE,66863,14.39
Sunita Gupta,9124120176,2026-01-30,BVTF27EDVK,L-04419,0.97,GOLD,52511,Gold Bracelet,22K,2024-01-03,ACTIVE,16996,16.15
Rekha Chopra,9558786856,2025-03-28,JUEVF36XP8,L-04420,1.61,GOLD,469135,Gold Bracelet,22K,2024-07-25,ACTIVE,222358,27.35
Anjali Verma,9499120561,2026-05-27,517O2GFSMX,L-04421,0.82,GOLD,400732,Gold Bracelet,22K,2024-03-02,CLOSED,135181,11.19
Anita Singh,9602746624,2025-04-27,H7ERUZ4TRF,L-04422,1.15,GOLD,441568,Gold Earrings,22K,2025-02-19,ACTIVE,67672,26.89
Vikram Desai,9601579994,2025-11-02,FQZPEW14CQ,L-04423,1.79,GOLD,433831,Gold Bangles (4 pcs),22K,2025-03-15,CLOSED,103122,17.64
Deepak Jain,9619072740,2025-06-06,7UO6MOJ796,L-04424,1.99,GOLD,485263,Gold Chain (Man),22K,2023-03-17,CLOSED,227971,3.21
Meena Iyer,9833753542,2026-01-02,NH0CM3UB1K,L-04425,2.00,GOLD,435894,Gold Ring,22K,2025-11-26,OVERDUE,212533,14.91
Rekha Das,9691516590,2026-08-12,RK04FSCNQH,L-04426,2.23,GOLD,213481,Gold Necklace Set,22K,2024-03-17,ACTIVE,82005,2.21
Lata Mehta,9308810737,2025-06-25,3JEY0JYTND,L-04427,1.87,GOLD,14425,Gold Necklace Set,22K,2023-02-17,ACTIVE,1707,25.31
Amit Shah,9313915364,2025-10-21,V5I41PV6CZ,L-04428,2.32,GOLD,23720,Gold Bangles (4 pcs),22K,2023-01-06,ACTIVE,9682,6.16
Neha Iyer,9704252779,2025-04-29,JJHFM6L9OE,L-04429,1.20,GOLD,294564,Gold Chain (Man),22K,2023-09-06,ACTIVE,52027,13.66
Ashok Agarwal,9720070900,2025-02-14,V038B3H6YR,L-04430,0.90,GOLD,273750,Gold Chain (Man),22K,2023-09-13,ACTIVE,75742,24.51
Amit Modi,9608639898,2025-02-23,DXWYUT4800,L-04431,0.55,GOLD,178810,Gold Ring,22K,2023-09-13,OVERDUE,49451,9.67
Arun Das,9297892252,2026-07-12,ZV8ELGC5EH,L-04432,1.40,GOLD,200779,Gold Chain (Man),22K,2023-09-05,ACTIVE,22645,10.39
Anjali Patel,9316539185,2026-03-19,LR1IQT1B8A,L-04433,1.44,GOLD,452081,Gold Necklace Set,22K,2023-08-15,ACTIVE,126272,15.86
Swati Mehta,9909556960,2026-08-23,AOT293SZR0,L-04434,0.63,GOLD,277482,Gold Bangles (4 pcs),22K,2024-04-27,CLOSED,136990,6.55
Swati Agarwal,9328839534,2025-10-12,X4NEVQUNY6,L-04435,2.46,GOLD,361151,Gold Chain (Man),22K,2024-10-11,CLOSED,127186,23.02
Amit Kumar,9689314634,2025-04-30,C5RHQCX90U,L-04436,0.99,GOLD,264719,Gold Ring,22K,2025-09-21,OVERDUE,112394,27.39
Sanjay Sharma,9152476261,2025-05-26,R9R10WHDTZ,L-04437,0.55,GOLD,458827,Gold Necklace Set,22K,2025-05-22,ACTIVE,116575,16.53
Pooja Desai,9938718037,2026-02-24,9EOGZ8IVDI,L-04438,2.19,GOLD,273976,Gold Ring,22K,2024-09-24,ACTIVE,128663,9.95
Rekha Reddy,9777539599,2026-04-03,N4COJXRE5A,L-04439,0.71,GOLD,141691,Gold Bangles (4 pcs),22K,2023-03-21,ACTIVE,34130,2.84
Rajesh Reddy,9674147889,2026-10-07,5JFUGL888B,L-04440,2.14,GOLD,223817,Gold Earrings,22K,2023-10-26,ACTIVE,78606,24.5
Priya Jain,9433302754,2026-08-18,MZY1PDP2E5,L-04441,1.51,GOLD,397676,Gold Bracelet,22K,2025-10-04,ACTIVE,41332,15.62
Swati Shah,9268016079,2025-10-24,DQVLT58YP6,L-04442,1.65,GOLD,78139,Gold Ring,22K,2023-09-28,CLOSED,2214,19.14
Deepak Kumar,9612605764,2026-07-08,NPEH8BY1R2,L-04443,1.65,GOLD,242871,Gold Bracelet,22K,2023-04-18,OVERDUE,90303,24.11
Amit Sharma,9481560677,2026-08-15,P70MZ6NRGO,L-04444,1.06,GOLD,167777,Gold Bangles (4 pcs),22K,2024-04-23,ACTIVE,62076,30.09
Suresh Desai,9474293316,2025-06-19,9SWQU9NX3L,L-04445,2.37,GOLD,207506,Gold Bracelet,22K,2023-03-14,ACTIVE,50066,12.88
Nitin Shah,9641404404,2026-02-10,78QPA1TR56,L-04446,1.48,GOLD,423049,Gold Bangles (4 pcs),22K,2023-03-25,OVERDUE,57942,6.68
Meena Nair,9820115173,2025-06-20,7F59P6K071,L-04447,1.55,GOLD,366948,Gold Chain (Man),22K,2023-12-05,CLOSED,14336,3.4
Lata Chopra,9160658347,2025-06-24,P4YBB4BFHY,L-04448,0.67,GOLD,86479,Gold Bracelet,22K,2024-01-29,ACTIVE,21698,14.43
Rekha Bose,9144768559,2025-07-16,RRYSQNMKHO,L-04449,1.55,GOLD,31293,Gold Earrings,22K,2023-01-14,ACTIVE,13674,17.38
Anita Desai,9905125333,2026-06-03,XRJ1R0U8DE,L-04450,2.19,GOLD,386088,Gold Bracelet,22K,2025-08-04,ACTIVE,37563,20.01
Anjali Verma,9191486232,2026-07-10,A8ZH3KJPEP,L-04451,0.88,GOLD,49394,Gold Bracelet,22K,2024-12-10,ACTIVE,16068,24.35
Manoj Agarwal,9423826834,2025-11-09,H291MSZNGP,L-04452,1.65,GOLD,191289,Gold Bracelet,22K,2025-03-30,ACTIVE,68599,12.18
Suresh Shah,9645952364,2025-04-13,S7EMSHV9VI,L-04453,0.59,GOLD,303623,Gold Bracelet,22K,2025-03-07,OVERDUE,49872,7.79
Ravi Pillai,9102147424,2025-06-14,9V74F572AS,L-04454,0.76,GOLD,462915,Gold Bracelet,22K,2023-10-26,ACTIVE,56650,31.04
Anjali Kumar,9918407735,2025-09-16,I0JCWC3YF2,L-04455,2.30,GOLD,460763,Gold Bangles (4 pcs),22K,2024-04-28,ACTIVE,207091,27.79
Manoj Jain,9884922402,2025-05-24,JPXX4PLWKC,L-04456,0.64,GOLD,251223,Gold Bracelet,22K,2023-01-09,ACTIVE,83158,29.72
Vikram Sharma,9517420140,2025-10-04,VI23GAO9H7,L-04457,0.93,GOLD,153565,Gold Bangles (4 pcs),22K,2024-05-27,ACTIVE,36730,7.76
Manoj Patel,9663322800,2026-06-02,9M2T5P95H0,L-04458,0.82,GOLD,252581,Gold Earrings,22K,2023-04-03,ACTIVE,4834,15.71
Rajesh Verma,9103705002,2025-03-18,GSKST5G83R,L-04459,1.97,GOLD,461503,Gold Earrings,22K,2024-07-08,ACTIVE,29261,2.27
Kavita Iyer,9705628514,2025-07-12,VH2FX8K3ME,L-04460,1.46,GOLD,252459,Gold Ring,22K,2025-06-09,CLOSED,39186,30.35
Sanjay Trivedi,9262086847,2026-09-09,X81ZC8O9FM,L-04461,0.95,GOLD,347611,Gold Ring,22K,2024-06-21,ACTIVE,100688,18.71
Suresh Pillai,9551301496,2025-06-27,YN5YQONJTP,L-04462,2.16,GOLD,357127,Gold Bangles (4 pcs),22K,2023-01-08,OVERDUE,135596,29.89
Ashok Iyer,9277047743,2026-01-13,61YZBQ6KBT,L-04463,1.97,GOLD,156216,Gold Bracelet,22K,2024-10-04,ACTIVE,38551,6.25
Ashok Desai,9845912823,2026-12-23,EO756VWV6B,L-04464,1.12,GOLD,111668,Gold Bangles (4 pcs),22K,2023-03-31,OVERDUE,7032,24.39
Ashok Singh,9803208161,2025-09-08,BUWC1ZUKQ5,L-04465,1.50,GOLD,32131,Gold Bangles (4 pcs),22K,2024-04-12,ACTIVE,10270,24.97
Rekha Chopra,9592050263,2025-03-09,JWNQVO5BFM,L-04466,1.07,GOLD,41520,Gold Ring,22K,2025-02-08,ACTIVE,14915,17.47
Amit Desai,9637166037,2025-09-22,VFDIRMLH3K,L-04467,0.88,GOLD,46464,Gold Earrings,22K,2025-03-31,CLOSED,8714,10.69
Sita Shah,9111506341,2025-11-15,24Q4ORNDPG,L-04468,1.76,GOLD,37500,Gold Earrings,22K,2023-12-05,ACTIVE,2128,9.4
Meena Singh,9995878865,2025-04-08,11UJMZ1H6L,L-04469,1.62,GOLD,68871,Gold Bangles (4 pcs),22K,2024-01-14,ACTIVE,11407,28.82
Priya Kumar,9765386313,2025-05-13,VRK0L3V7RK,L-04470,2.49,GOLD,202856,Gold Bangles (4 pcs),22K,2025-12-25,CLOSED,95426,9.13
Meena Modi,9630438928,2026-05-04,QOJMFTP4HS,L-04471,1.47,GOLD,139874,Gold Earrings,22K,2025-06-10,CLOSED,48465,28.74
Rekha Sharma,9456365723,2025-06-09,J0QUWZT27G,L-04472,1.55,GOLD,381020,Gold Earrings,22K,2023-03-31,OVERDUE,40724,8.63
Manoj Gupta,9471202740,2025-04-06,QUL4I6SO6K,L-04473,1.10,GOLD,493101,Gold Bangles (4 pcs),22K,2025-05-21,ACTIVE,180610,10.61
Vikram Verma,9750506471,2026-03-19,JGW0H26NKW,L-04474,1.98,GOLD,464128,Gold Bangles (4 pcs),22K,2023-03-08,ACTIVE,9011,7.75
Meena Trivedi,9519361130,2025-06-07,7LJOI95DR9,L-04475,2.30,GOLD,187255,Gold Bangles (4 pcs),22K,2025-05-22,OVERDUE,54902,2.42
Swati Trivedi,9482518563,2025-10-02,NV688S5293,L-04476,2.50,GOLD,136740,Gold Chain (Man),22K,2024-05-10,ACTIVE,23685,22.57
Anjali Desai,9867007451,2025-09-22,QTUO9FNXEJ,L-04477,1.33,GOLD,379876,Gold Bracelet,22K,2024-12-20,ACTIVE,140738,8.24
Swati Shah,9154027679,2025-04-19,0XVYZE631I,L-04478,0.71,GOLD,404684,Gold Necklace Set,22K,2023-08-20,CLOSED,67236,9.76
Kavita Nair,9493650304,2025-08-04,4IZQ115RFS,L-04479,2.19,GOLD,231322,Gold Bangles (4 pcs),22K,2024-12-03,CLOSED,53193,18.79
Ravi Bose,9835713381,2025-07-24,U7QZSEPC5K,L-04480,1.86,GOLD,87304,Gold Ring,22K,2023-12-06,CLOSED,2755,15.05
Rajesh Patel,9528911469,2026-05-08,2RX46FE1PF,L-04481,1.53,GOLD,401526,Gold Ring,22K,2025-01-21,ACTIVE,113126,15.4
Meena Jain,9681288354,2025-09-01,81JWNSFKE3,L-04482,2.32,GOLD,288167,Gold Earrings,22K,2025-07-25,ACTIVE,60081,18.73
Manoj Modi,9638941829,2026-06-01,1P0UGYJ5WW,L-04483,1.36,GOLD,326635,Gold Earrings,22K,2024-04-18,ACTIVE,127343,10.94
Rekha Reddy,9105353808,2026-11-12,1GFOSG1MJP,L-04484,2.31,GOLD,193945,Gold Necklace Set,22K,2024-11-02,ACTIVE,79611,7.05
Vikram Mehta,9518923003,2026-11-05,6IDZT03QHZ,L-04485,2.42,GOLD,65700,Gold Bangles (4 pcs),22K,2024-08-07,CLOSED,20126,2.63
Gaurav Chopra,9282314161,2025-01-30,WTRMMKTR02,L-04486,1.91,GOLD,145835,Gold Necklace Set,22K,2024-08-31,OVERDUE,28036,17.32
Arun Mehta,9899081532,2025-05-09,PN2Y02TU6J,L-04487,0.74,GOLD,443068,Gold Earrings,22K,2025-05-24,OVERDUE,98751,18.23
Amit Mehta,9607226994,2026-06-10,VYKUH6YSRU,L-04488,0.76,GOLD,165561,Gold Necklace Set,22K,2025-03-22,CLOSED,72166,12.8
Kavita Verma,9287514384,2025-06-23,9EUJ0R58TE,L-04489,0.58,GOLD,471547,Gold Chain (Man),22K,2024-11-20,ACTIVE,234605,15.74
Arun Shah,9585545320,2025-07-13,4OP4R2O6ME,L-04490,1.29,GOLD,466747,Gold Earrings,22K,2023-12-12,OVERDUE,108491,6.66
Swati Patel,9121350388,2026-12-24,5DYJC6ZPO8,L-04491,0.82,GOLD,211883,Gold Earrings,22K,2025-10-29,ACTIVE,65107,22.82
Kavita Sharma,9839941952,2026-07-24,B816S1G67K,L-04492,0.98,GOLD,264880,Gold Bracelet,22K,2024-10-15,OVERDUE,130404,18.65
Rekha Patel,9251067744,2026-08-25,H61ODNEB97,L-04493,1.89,GOLD,78850,Gold Bracelet,22K,2023-05-27,CLOSED,6682,27.52
Sunita Gupta,9318331112,2025-02-27,3IJY7GZX2Q,L-04494,1.62,GOLD,391028,Gold Bangles (4 pcs),22K,2023-12-28,CLOSED,34092,29.25
Rohit Agarwal,9827697785,2026-08-24,6KPBAR04MB,L-04495,0.61,GOLD,50586,Gold Ring,22K,2023-01-23,OVERDUE,1854,7.64
Sanjay Reddy,9314061167,2026-06-27,61LOKPSMBV,L-04496,2.49,GOLD,391769,Gold Ring,22K,2023-01-13,ACTIVE,75691,22.72
Gaurav Sharma,9434361062,2026-05-18,MIZURHTLSD,L-04497,0.57,GOLD,407218,Gold Bracelet,22K,2023-10-12,ACTIVE,115851,14.35
Nitin Kumar,9374356887,2025-09-07,YZOQZ2OH4R,L-04498,2.37,GOLD,427143,Gold Chain (Man),22K,2024-06-12,CLOSED,179718,16.97
Suresh Verma,9584783738,2025-12-07,X9HNS231Y3,L-04499,1.01,GOLD,401910,Gold Bracelet,22K,2023-05-27,ACTIVE,99477,21.75
Gaurav Pillai,9236179361,2026-01-30,9N7PSY1W9O,L-04500,1.65,GOLD,50757,Gold Chain (Man),22K,2025-04-21,ACTIVE,9423,14.56
Rajesh Jain,9978897656,2025-08-02,IW85WB8PZG,L-04501,1.40,GOLD,342091,Gold Bangles (4 pcs),22K,2025-01-16,ACTIVE,96346,8.37
Vikram Iyer,9904636592,2025-01-18,AUKLFOIS2R,L-04502,1.05,GOLD,75308,Gold Earrings,22K,2024-02-09,ACTIVE,15089,31.76
Deepak Das,9976730395,2026-04-18,FHZ5ZSQXO3,L-04503,0.72,GOLD,434915,Gold Bangles (4 pcs),22K,2025-05-08,ACTIVE,85916,25.86
Priya Reddy,9781290346,2025-10-06,DITOHBABYH,L-04504,1.84,GOLD,188253,Gold Necklace Set,22K,2024-02-03,ACTIVE,93197,7.11
Deepak Trivedi,9179723576,2025-08-25,7R1IZOYP26,L-04505,1.81,GOLD,394960,Gold Necklace Set,22K,2024-08-26,CLOSED,87179,10.77
Manoj Mehta,9498071755,2025-08-12,HY7R624FIO,L-04506,1.35,GOLD,485297,Gold Bracelet,22K,2025-02-17,CLOSED,128343,10.43
Nitin Modi,9689853666,2025-11-11,ZHC7RDFBCL,L-04507,1.42,GOLD,151184,Gold Earrings,22K,2024-09-05,ACTIVE,62264,11.68
Nitin Mehta,9566491201,2026-06-09,COXJPC31YP,L-04508,2.47,GOLD,165659,Gold Bangles (4 pcs),22K,2025-08-29,ACTIVE,7536,22.41
Anjali Patel,9266057747,2025-01-01,ANF6IUKKQ1,L-04509,1.61,GOLD,165999,Gold Bangles (4 pcs),22K,2024-01-25,CLOSED,40221,22.54
Lata Mehta,9150842161,2025-07-15,4ICI75PYHZ,L-04510,1.89,GOLD,125545,Gold Ring,22K,2023-11-26,ACTIVE,51754,19.96
Sanjay Das,9404396622,2025-06-14,YR7LXRB6MH,L-04511,1.53,GOLD,199650,Gold Ring,22K,2023-07-12,CLOSED,4535,3.15
Ravi Sharma,9449762241,2025-07-20,QTR8O1GY9D,L-04512,0.76,GOLD,487529,Gold Ring,22K,2025-11-18,OVERDUE,143564,28.01
Deepak Patel,9506868879,2026-01-13,DR7ZK758KE,L-04513,1.90,GOLD,13294,Gold Earrings,22K,2025-12-03,CLOSED,1833,18.27
Ashok Bose,9756447798,2026-03-25,B1EIICZ9JK,L-04514,1.77,GOLD,26037,Gold Earrings,22K,2023-02-22,ACTIVE,9419,4.41
Ashok Jain,9785230767,2026-07-11,002G02BJK0,L-04515,1.09,GOLD,472590,Gold Necklace Set,22K,2025-10-03,ACTIVE,52075,15.28
Meena Verma,9749558676,2026-01-29,WW3QM4UG9V,L-04516,2.47,GOLD,344514,Gold Bracelet,22K,2025-08-22,ACTIVE,29864,5.56
Vikram Pillai,9656011157,2025-12-01,WULD1WSP4H,L-04517,1.34,GOLD,210687,Gold Earrings,22K,2024-08-09,OVERDUE,8610,9.45
Sunita Pillai,9693609007,2025-05-10,OL1OT3T28R,L-04518,0.86,GOLD,166662,Gold Bangles (4 pcs),22K,2025-12-30,ACTIVE,22878,5.53
Vikram Shah,9479034851,2025-01-11,HRXV9YEVN4,L-04519,1.13,GOLD,452357,Gold Ring,22K,2023-04-23,ACTIVE,40710,17.78
Gaurav Desai,9758764065,2026-05-04,45KF4XBNTK,L-04520,2.12,GOLD,425936,Gold Bracelet,22K,2025-12-02,ACTIVE,25419,19.74
Pooja Bose,9723444083,2026-06-03,A08B7ED5IG,L-04521,1.20,GOLD,242216,Gold Earrings,22K,2025-08-20,CLOSED,81342,12.13
Deepak Shah,9636777707,2025-05-15,ZXODD8XZGB,L-04522,2.35,GOLD,90431,Gold Chain (Man),22K,2025-05-28,OVERDUE,864,25.78
Meena Desai,9875258146,2025-11-28,5VETF164UL,L-04523,0.86,GOLD,316740,Gold Bangles (4 pcs),22K,2023-02-14,ACTIVE,20827,11.92
Priya Reddy,9570506829,2025-11-23,G8WY7ODAG2,L-04524,1.15,GOLD,488040,Gold Earrings,22K,2025-08-13,ACTIVE,131772,19.96
Swati Patel,9368882092,2026-12-10,54NLBTBZT3,L-04525,1.02,GOLD,257554,Gold Ring,22K,2024-06-07,ACTIVE,58795,31.29
Kavita Kumar,9655918097,2026-05-21,F6U3I6KPYU,L-04526,1.22,GOLD,134179,Gold Bracelet,22K,2024-01-10,CLOSED,65129,24.46
Priya Shah,9569922443,2025-11-28,S0D4PYFYE9,L-04527,0.86,GOLD,223709,Gold Necklace Set,22K,2023-09-20,CLOSED,64330,18.48
Anita Singh,9152792247,2026-08-23,9QP07G1338,L-04528,1.06,GOLD,120858,Gold Ring,22K,2023-12-17,OVERDUE,27233,23.59
Manoj Bose,9879288845,2026-03-04,NTBLNBF19E,L-04529,1.46,GOLD,468147,Gold Necklace Set,22K,2025-06-18,CLOSED,203892,12.89
Amit Shah,9199040333,2026-12-09,9O6S74ZDWQ,L-04530,1.01,GOLD,487702,Gold Bracelet,22K,2025-03-18,ACTIVE,210727,2.35
Anita Iyer,9542734257,2025-09-14,SJN0TOV35T,L-04531,0.98,GOLD,443007,Gold Necklace Set,22K,2023-05-19,ACTIVE,161911,3.01
Priya Bose,9848240108,2026-01-03,0RMEDEVG1L,L-04532,1.64,GOLD,117744,Gold Earrings,22K,2025-01-24,CLOSED,44302,24.39
Deepak Verma,9281789527,2025-10-14,L2J37E9J3Z,L-04533,1.82,GOLD,479873,Gold Ring,22K,2023-04-12,ACTIVE,41373,19.88
Rohit Singh,9128204883,2026-10-05,SWI6MHUB8W,L-04534,2.13,GOLD,481265,Gold Bracelet,22K,2023-06-13,ACTIVE,36479,6.69
Lata Desai,9169812181,2025-05-04,0LOUPNZL51,L-04535,0.53,GOLD,12570,Gold Chain (Man),22K,2023-05-09,ACTIVE,5435,8.38
Vikram Pillai,9350614754,2026-07-14,UANHB8V0I2,L-04536,2.49,GOLD,329084,Gold Earrings,22K,2023-12-30,CLOSED,5759,21.63
Amit Sharma,9117832307,2026-04-26,QTDYEKRH65,L-04537,0.81,GOLD,169680,Gold Bracelet,22K,2024-09-04,ACTIVE,41685,31.07
Pooja Das,9677693189,2025-05-11,AOVLO8WJBC,L-04538,1.71,GOLD,261151,Gold Ring,22K,2023-08-09,OVERDUE,95138,12.38
Rohit Iyer,9388664647,2025-04-19,W77BK36TBO,L-04539,1.20,GOLD,137030,Gold Necklace Set,22K,2023-03-09,ACTIVE,22296,23.38
Rohit Kumar,9472022480,2026-07-06,7ZH3JBP1Y6,L-04540,1.89,GOLD,274880,Gold Bangles (4 pcs),22K,2025-06-11,ACTIVE,76784,14.06
Neha Mehta,9656055549,2026-07-08,QVD4OWJETK,L-04541,1.14,GOLD,232242,Gold Ring,22K,2023-12-30,ACTIVE,79559,17.51
Sita Verma,9156500610,2026-08-10,NPHUYS9SQC,L-04542,1.61,GOLD,233045,Gold Chain (Man),22K,2023-03-04,ACTIVE,40427,18.8
Rajesh Pillai,9309068954,2026-03-07,IA55TXE66D,L-04543,1.65,GOLD,31455,Gold Chain (Man),22K,2025-01-07,CLOSED,11259,29.93
Gaurav Patel,9430362562,2025-06-12,MFZUTMXO7Y,L-04544,1.64,GOLD,263110,Gold Bangles (4 pcs),22K,2023-09-09,OVERDUE,19518,9.29
Sita Mehta,9358007497,2025-10-12,3SA4X4V4KJ,L-04545,2.16,GOLD,205550,Gold Necklace Set,22K,2023-08-17,CLOSED,38375,10.6
Sunita Bose,9366759637,2025-04-06,PPW3T0JO9P,L-04546,1.41,GOLD,221059,Gold Earrings,22K,2024-05-30,ACTIVE,96993,31.26
Rekha Verma,9673488877,2025-01-15,8MXKFLGFSN,L-04547,0.56,GOLD,176925,Gold Bangles (4 pcs),22K,2023-06-26,ACTIVE,86235,30.97
Anjali Patel,9345099536,2025-11-23,6EYSHOXY75,L-04548,0.74,GOLD,263002,Gold Earrings,22K,2025-08-05,ACTIVE,8466,12.52
Priya Chopra,9760617122,2026-07-04,TLTJ8TY1DP,L-04549,2.22,GOLD,158669,Gold Earrings,22K,2025-01-13,ACTIVE,49747,26.08
Deepak Desai,9436863927,2026-04-18,6MOIQWICX9,L-04550,1.35,GOLD,132242,Gold Chain (Man),22K,2025-06-10,ACTIVE,52108,16.81
Suresh Das,9194691352,2025-05-11,5T42RS7NSA,L-04551,1.20,GOLD,183993,Gold Ring,22K,2024-09-14,OVERDUE,19550,24.69
Nitin Das,9864784135,2026-03-21,D27XIR224O,L-04552,2.47,GOLD,220038,Gold Bangles (4 pcs),22K,2024-11-18,OVERDUE,23026,24.89
Anjali Agarwal,9744429489,2026-09-02,DZ24SNET1T,L-04553,2.43,GOLD,161040,Gold Chain (Man),22K,2025-05-22,ACTIVE,1568,8.61
Suresh Mehta,9686366239,2025-11-16,7RMUNUY6HX,L-04554,2.50,GOLD,160739,Gold Bracelet,22K,2025-03-17,CLOSED,27904,18.32
Lata Iyer,9838216010,2025-08-08,G3NH966O2J,L-04555,2.18,GOLD,58432,Gold Necklace Set,22K,2023-03-01,CLOSED,17266,23.81
Sita Reddy,9166254208,2026-03-20,L2GKWPIWB8,L-04556,1.09,GOLD,157404,Gold Chain (Man),22K,2023-01-18,ACTIVE,64623,17.48
