ActiveLoans,Address,Gstin,Id,JoinDate,LoyaltyPoints,Name,Phone,TotalPurchases
3,"New Market, Jaipur",,C08776,2020-04-08,2248,Kavita Gupta,9808009658,2248557
2,"New Market, Chennai",,C08777,2025-03-07,2741,Gaurav Nair,9535074813,2741492
2,"Commercial St, Kolkata",,C08778,2024-07-08,3059,Deepak Jain,9179463955,3059718
2,"Hazratganj, Varanasi",,C08779,2020-03-11,4377,Pooja Iyer,9109038492,4377897
1,"Navrangpura, Ahmedabad",,C08780,2020-03-29,4578,Sunita Trivedi,9273592570,4578813
2,"Ring Road, Lucknow",149JIW84BUVC,C08781,2021-03-31,3806,Anita Mehta,9272731281,3806260
2,"Sector 17, Lucknow",,C08782,2022-12-08,70,Rajesh Verma,9513366000,70575
1,"Ring Road, Jaipur",29ZZQLQ4HCDS,C08783,2021-12-24,4402,Manoj Gupta,9397128499,4402045
3,"Charminar, Bangalore",256KXRMJM3JU,C08784,2024-08-14,1878,Ravi Chopra,9123972928,1878944
3,"Sector 17, Nagpur",,C08785,2020-10-11,2635,Rekha Kumar,9936378177,2635030
3,"Godowlia, Kolkata",19GZSIY3YZZQ,C08786,2025-02-03,2299,Suresh Bose,9185498131,2299354
1,"Charminar, Indore",,C08787,2024-08-26,4272,Meena Verma,9970336596,4272742
3,"Ring Road, Nagpur",19CV4RSFYTO0,C08788,2021-04-20,2485,Kavita Chopra,9165256566,2485352
0,"Commercial St, Chennai",18X16FZ14YMJ,C08789,2022-02-03,2737,Sanjay Sharma,9441958161,2737516
0,"T Nagar, Indore",,C08790,2023-02-16,1381,Sanjay Jain,9668302711,1381221
3,"Rajwada, Lucknow",2419GH8BEWRK,C08791,2025-08-20,4171,Ravi Gupta,9782751498,4171238
0,"Sadar, Hyderabad",,C08792,2023-06-24,4049,Vikram Reddy,9470305158,4049353
0,"Charminar, Ahmedabad",,C08793,2025-03-22,731,Rohit Kumar,9727635749,731573
2,"Rajwada, Lucknow",,C08794,2023-05-21,930,Anjali Gupta,9462859227,930931
1,"Commercial St, Mumbai",,C08795,2025-02-12,3826,Rajesh Kumar,9355065080,3826512
3,"Commercial St, Hyderabad",,C08796,2023-05-14,782,Amit Kumar,9800968523,782884
1,"Navrangpura, Indore",,C08797,2020-06-04,2241,Manoj Verma,9675111847,2241925
1,"Godowlia, Chennai",18RK25GPXVL2,C08798,2022-01-07,3491,Ashok Reddy,9574615097,3491948
0,"New Market, Hyderabad",,C08799,2025-11-11,2680,Nitin Sharma,9746180479,2680067
0,"Navrangpura, Chandigarh",,C08800,2021-02-22,3675,Manoj Desai,9990678610,3675774
2,"Hazratganj, Chandigarh",35TOMK3TJDR7,C08801,2022-08-25,4987,Meena Singh,9798473987,4987058
1,"Hazratganj, Bangalore",130IHZIFLAA9,C08802,2024-05-10,3552,Priya Bose,9238183055,3552798
1,"T Nagar, Varanasi",,C08803,2021-01-06,3707,Rohit Agarwal,9674960427,3707372
0,"Sector 17, Kolkata",,C08804,2023-04-10,3972,Amit Trivedi,9518618086,3972411
0,"New Market, Delhi",,C08805,2025-01-07,3160,Deepak Desai,9717627909,3160103
2,"Hazratganj, Surat",34JLH922JI9Y,C08806,2021-05-06,637,Anjali Mehta,9423516706,637385
1,"Johari Bazaar, Mumbai",,C08807,2020-04-11,1596,Gaurav Gupta,9520012294,1596311
1,"Ring Road, Bangalore",,C08808,2020-04-07,2665,Lata Shah,9984288231,2665759
0,"Rajwada, Bangalore",,C08809,2023-01-16,3187,Pooja Patel,9837018535,3187396
0,"Godowlia, Indore",,C08810,2020-11-09,4026,Ravi Iyer,9894553219,4026923
3,"Rajwada, Delhi",,C08811,2023-12-06,3210,Meena Kumar,9525822928,3210183
2,"Godowlia, Kolkata",270R53V6MOAZ,C08812,2022-01-14,2536,Suresh Pillai,9231848245,2536167
0,"Karol Bagh, Varanasi",,C08813,2021-07-30,653,Anjali Nair,9768834727,653065
1,"Commercial St, Varanasi",34X0PW06790K,C08814,2023-09-15,4371,Nitin Reddy,9965858010,4371775
1,"Charminar, Indore",,C08815,2023-12-28,4952,Anjali Das,9253121416,4952470
3,"Karol Bagh, Ahmedabad",,C08816,2025-12-23,1726,Nitin Bose,9430900901,1726323
2,"Godowlia, Lucknow",,C08817,2020-10-07,4364,Meena Singh,9500652698,4364447
1,"Hazratganj, Varanasi",,C08818,2024-02-21,3771,Anita Nair,9730333716,3771222
1,"Sadar, Delhi",30EIECNFUJMF,C08819,2020-04-17,667,Nitin Pillai,9249453213,667896
2,"Godowlia, Ahmedabad",,C08820,2020-08-20,1118,Arun Desai,9386075777,1118546
0,"T Nagar, Varanasi",,C08821,2020-05-20,1578,Meena Kumar,9855651633,1578486
3,"Bandra West, Kolkata",102D06GP0CWY,C08822,2022-06-17,2796,Swati Reddy,9199593935,2796302
0,"Sector 17, Kolkata",20QXX167UNJF,C08823,2020-12-26,2903,Deepak Pillai,9428339074,2903850
0,"Ring Road, Lucknow",24O25O8IFL6I,C08824,2022-02-01,2292,Suresh Kumar,9412215078,2292355
3,"Navrangpura, Chandigarh",,C08825,2025-01-05,4915,Manoj Reddy,9375525937,4915220
0,"Sector 17, Bangalore",,C08826,2022-05-13,4620,Sita Gupta,9132821132,4620691
1,"Godowlia, Hyderabad",,C08827,2024-02-27,4353,Deepak Kumar,9112783457,4353918
0,"Bandra West, Lucknow",,C08828,2025-08-14,257,Neha Kumar,9125140679,257925
3,"Commercial St, Nagpur",249NS003V3H9,C08829,2024-12-16,3966,Arun Desai,9459992070,3966390
1,"Ring Road, Indore",,C08830,2024-07-30,2260,Pooja Nair,9858392786,2260902
1,"Commercial St, Nagpur",,C08831,2022-03-11,2835,Vikram Agarwal,9313141287,2835307
1,"Johari Bazaar, Bangalore",18LUU1MXWMUA,C08832,2025-05-05,4626,Lata Iyer,9882274264,4626472
0,"Karol Bagh, Lucknow",,C08833,2024-04-21,2502,Kavita Agarwal,9676412659,2502371
0,"Sadar, Mumbai",,C08834,2022-12-21,2030,Sita Modi,9108195445,2030936
3,"MG Road, Delhi",,C08835,2020-04-29,3436,Anjali Kumar,9901525950,3436822
0,"Ring Road, Surat",,C08836,2025-12-14,4489,Suresh Pillai,9706967326,4489850
3,"Rajwada, Hyderabad",,C08837,2022-05-02,1235,Swati Singh,9733292460,1235484
2,"Navrangpura, Hyderabad",,C08838,2024-04-07,2923,Pooja Modi,9996078356,2923555
3,"Rajwada, Lucknow",,C08839,2020-08-17,2917,Amit Mehta,9342000457,2917895
2,"Karol Bagh, Hyderabad",,C08840,2024-06-15,3937,Priya Bose,9985878889,3937543
0,"Navrangpura, Delhi",,C08841,2022-09-24,1518,Deepak Sharma,9170695268,1518387
0,"Bandra West, Delhi",,C08842,2020-04-02,3969,Neha Reddy,9844445482,3969237
3,"Johari Bazaar, Bangalore",,C08843,2021-07-19,3617,Pooja Nair,9747404022,3617673
3,"Ring Road, Varanasi",,C08844,2024-01-11,3569,Nitin Desai,9672106367,3569714
3,"Charminar, Jaipur",,C08845,2022-10-24,176,Kavita Sharma,9597325937,176246
3,"Sadar, Mumbai",2791D16J6QJL,C08846,2025-07-26,4671,Deepak Gupta,9717634585,4671507
0,"Commercial St, Delhi",114CQ8QDGTUQ,C08847,2020-03-15,2028,Ravi Jain,9186069483,2028142
1,"Johari Bazaar, Pune",,C08848,2024-08-20,1439,Amit Verma,9354209427,1439441
0,"MG Road, Indore",192L68SD3J1L,C08849,2023-12-18,3514,Swati Singh,9458391355,3514596
1,"Sadar, Nagpur",,C08850,2022-06-20,4463,Sunita Gupta,9675601567,4463677
0,"Charminar, Pune",,C08851,2020-11-02,4621,Rajesh Modi,9550837170,4621483
1,"New Market, Delhi",,C08852,2024-03-27,4384,Rajesh Sharma,9372760203,4384515
0,"Johari Bazaar, Varanasi",27YFVTU06NAZ,C08853,2022-05-07,117,Neha Jain,9825172085,117808
0,"Charminar, Ahmedabad",10Y14PZ08QVW,C08854,2020-10-05,1747,Sanjay Mehta,9280100378,1747727
2,"Hazratganj, Kolkata",12G4Z50Z7WBQ,C08855,2025-09-03,1529,Deepak Modi,9407023910,1529936
3,"Godowlia, Chennai",18W0Q6V614H6,C08856,2023-08-12,3228,Sanjay Modi,9896975168,3228550
3,"Commercial St, Chennai",,C08857,2025-11-30,2889,Neha Shah,9793274630,2889815
3,"Charminar, Bangalore",,C08858,2022-03-02,488,Sunita Pillai,9655090234,488985
0,"Sadar, Delhi",,C08859,2024-12-06,4863,Rekha Modi,9294536910,4863782
2,"Hazratganj, Jaipur",,C08860,2023-09-29,2134,Pooja Modi,9979081970,2134461
0,"Commercial St, Chandigarh",,C08861,2024-04-13,2911,Sanjay Chopra,9478249757,2911368
0,"Ring Road, Surat",,C08862,2021-11-02,1709,Kavita Gupta,9318806122,1709732
3,"Sector 17, Varanasi",,C08863,2023-04-27,2725,Suresh Agarwal,9252683654,2725665
0,"New Market, Pune",,C08864,2023-05-18,3625,Rajesh Shah,9820467751,3625016
3,"Ring Road, Hyderabad",23VAFHP0DIGE,C08865,2022-11-19,994,Pooja Chopra,9163812668,994761
3,"Charminar, Jaipur",,C08866,2024-06-13,429,Rajesh Shah,9422006576,429825
3,"New Market, Nagpur",21FRG2HLFJDG,C08867,2025-10-29,3464,Gaurav Sharma,9655598429,3464310
1,"Commercial St, Indore",20IAINW5W7F0,C08868,2020-10-23,4448,Manoj Mehta,9775357614,4448685
1,"Ring Road, Delhi",255W1XCCB9W1,C08869,2022-12-14,4344,Rohit Bose,9737736233,4344037
0,"Sector 17, Lucknow",,C08870,2023-01-15,3115,Amit Trivedi,9861032160,3115173
3,"Rajwada, Lucknow",,C08871,2025-02-05,1078,Sanjay Pillai,9337520980,1078855
2,"Hazratganj, Chennai",,C08872,2025-05-22,1908,Manoj Nair,9160774575,1908606
2,"MG Road, Chennai",,C08873,2023-07-20,2722,Ravi Das,9690765217,2722112
0,"Sadar, Kolkata",,C08874,2023-07-17,2751,Neha Sharma,9464892940,2751865
3,"New Market, Lucknow",,C08875,2020-11-26,3399,Nitin Verma,9794742291,3399647
2,"Godowlia, Chandigarh",15C428MNZ7T6,C08876,2020-01-01,4963,Gaurav Mehta,9537089605,4963698
0,"Johari Bazaar, Kolkata",,C08877,2024-12-23,4045,Deepak Pillai,9209759472,4045212
0,"Karol Bagh, Hyderabad",,C08878,2025-08-26,587,Anita Kumar,9366223316,587073
1,"Hazratganj, Chennai",,C08879,2021-11-09,1917,Neha Reddy,9587256416,1917649
3,"Hazratganj, Kolkata",,C08880,2021-07-10,1511,Deepak Shah,9230199577,1511902
1,"Godowlia, Chandigarh",,C08881,2023-09-27,3511,Amit Modi,9735085857,3511017
0,"Commercial St, Kolkata",,C08882,2022-02-01,3065,Rohit Iyer,9371537606,3065382
0,"Bandra West, Bangalore",,C08883,2020-06-30,4492,Sanjay Chopra,9503857296,4492160
1,"Charminar, Chennai",,C08884,2025-07-31,986,Priya Iyer,9697051865,986768
3,"Navrangpura, Jaipur",,C08885,2024-10-18,548,Ravi Modi,9538230610,548773
0,"Charminar, Hyderabad",352BNZKEL3RO,C08886,2023-02-17,3263,Rekha Iyer,9897784692,3263933
0,"Sector 17, Surat",15ZP0JBQLBMZ,C08887,2024-05-16,3293,Neha Kumar,9841238403,3293515
3,"Hazratganj, Ahmedabad",,C08888,2025-11-29,1935,Deepak Nair,9662070141,1935022
1,"Karol Bagh, Pune",207EJUB5NW4V,C08889,2024-06-04,3314,Sunita Chopra,9963178775,3314585
2,"Sector 17, Pune",,C08890,2020-12-26,2151,Nitin Jain,9770214932,2151598
3,"New Market, Chandigarh",,C08891,2023-07-23,683,Kavita Verma,9248160298,683464
3,"Godowlia, Ahmedabad",,C08892,2021-07-26,3120,Arun Shah,9532472578,3120806
1,"Charminar, Mumbai",,C08893,2024-08-02,4438,Priya Agarwal,9355322183,4438997
2,"Karol Bagh, Lucknow",12K7BSKJGNNW,C08894,2021-09-08,4480,Anita Trivedi,9366076294,4480156
1,"Charminar, Surat",23KN8210R521,C08895,2024-08-10,4201,Sanjay Trivedi,9501103979,4201931
2,"Ring Road, Jaipur",,C08896,2023-12-14,4650,Kavita Singh,9364231555,4650245
0,"Johari Bazaar, Hyderabad",,C08897,2024-04-15,4029,Anjali Verma,9595712052,4029273
3,"Sadar, Chandigarh",,C08898,2022-06-07,1917,Rekha Kumar,9995274677,1917203
0,"Rajwada, Delhi",,C08899,2023-03-21,2856,Suresh Desai,9286084855,2856169
0,"T Nagar, Chandigarh",,C08900,2020-03-12,3586,Priya Desai,9171309290,3586737
2,"Navrangpura, Indore",,C08901,2021-02-08,4534,Ravi Sharma,9264297000,4534013
3,"Charminar, Jaipur",,C08902,2024-08-03,106,Deepak Nair,9536958703,106421
1,"Commercial St, Lucknow",20EQ5G42UKW0,C08903,2023-11-19,3795,Sanjay Das,9958898884,3795304
0,"Bandra West, Chennai",,C08904,2020-11-28,1339,Arun Bose,9381274027,1339419
3,"Hazratganj, Nagpur",,C08905,2021-07-27,401,Arun Patel,9914149811,401207
0,"Sadar, Indore",193PLEIDZBD5,C08906,2025-08-16,2775,Pooja Nair,9989197450,2775630
3,"Rajwada, Mumbai",,C08907,2020-11-03,154,Swati Mehta,9560864383,154551
3,"Rajwada, Jaipur",,C08908,2020-12-18,119,Rohit Jain,9364134505,119638
1,"T Nagar, Mumbai",,C08909,2021-08-05,2399,Gaurav Verma,9828179794,2399902
0,"New Market, Jaipur",,C08910,2024-08-11,908,Neha Jain,9368671687,908507
3,"Karol Bagh, Nagpur",23MKAV33ER84,C08911,2025-11-17,1484,Anjali Agarwal,9347435406,1484871
0,"Johari Bazaar, Delhi",,C08912,2020-06-26,1584,Rajesh Das,9610940158,1584383
1,"Rajwada, Indore",104KIW0CURKO,C08913,2020-01-27,333,Arun Patel,9234198636,333083
1,"Karol Bagh, Delhi",,C08914,2025-02-12,2226,Ashok Iyer,9991599211,2226776
2,"Sector 17, Hyderabad",27GF8MYA0Z00,C08915,2024-06-21,4904,Anita Trivedi,9475836008,4904880
3,"Charminar, Ahmedabad",,C08916,2024-07-03,2646,Rohit Reddy,9282273141,2646519
0,"MG Road, Nagpur",,C08917,2024-02-15,2096,Sunita Mehta,9574679151,2096741
0,"Johari Bazaar, Jaipur",,C08918,2022-06-27,4779,Vikram Agarwal,9477292015,4779449
1,"Sector 17, Jaipur",,C08919,2022-01-06,667,Kavita Modi,9825755821,667638
0,"Commercial St, Indore",33BXZ3629FPL,C08920,2024-03-12,2070,Priya Sharma,9137330276,2070304
1,"New Market, Kolkata",,C08921,2023-03-11,3615,Sunita Singh,9105994312,3615061
0,"Ring Road, Bangalore",34BEWZ1NYCKN,C08922,2020-02-13,2613,Rajesh Shah,9102893220,2613123
1,"Hazratganj, Ahmedabad",33EDTWO9RD6Z,C08923,2022-10-14,601,Suresh Bose,9957243661,601605
3,"Sector 17, Lucknow",,C08924,2024-06-10,1367,Deepak Jain,9891441061,1367356
0,"Bandra West, Hyderabad",19NEEWDVLMLQ,C08925,2022-01-25,1965,Pooja Chopra,9943082581,1965764
3,"Navrangpura, Jaipur",,C08926,2025-11-22,4767,Swati Chopra,9562335587,4767968
2,"Navrangpura, Jaipur",,C08927,2021-07-07,1658,Pooja Das,9371091020,1658018
1,"Charminar, Varanasi",,C08928,2020-12-31,1340,Pooja Reddy,9679722993,1340978
1,"Hazratganj, Hyderabad",,C08929,2022-09-03,373,Vikram Jain,9832065223,373140
2,"T Nagar, Ahmedabad",,C08930,2025-04-19,4421,Neha Agarwal,9831429432,4421953
2,"Sector 17, Jaipur",,C08931,2024-12-02,1121,Sunita Das,9821623988,1121487
2,"Sector 17, Chennai",,C08932,2024-05-15,1266,Ravi Agarwal,9661096013,1266101
1,"Godowlia, Hyderabad",11QSBV89MKY7,C08933,2024-07-13,1339,Suresh Trivedi,9563408438,1339193
3,"Godowlia, Kolkata",2665CLAWPUJR,C08934,2020-04-03,1871,Rajesh Trivedi,9554410961,1871181
0,"Rajwada, Delhi",20G3FGF27DS9,C08935,2024-05-05,3106,Sunita Modi,9513637509,3106105
0,"Sadar, Lucknow",,C08936,2023-09-22,3427,Nitin Modi,9373405075,3427760
3,"Charminar, Chennai",,C08937,2020-12-18,2389,Sita Jain,9232354334,2389758
0,"Charminar, Lucknow",,C08938,2023-01-14,1874,Ashok Jain,9729713322,1874499
2,"Hazratganj, Delhi",22KELLYL3XGB,C08939,2023-10-21,4367,Anjali Iyer,9302713302,4367010
1,"Ring Road, Pune",,C08940,2023-11-07,613,Anjali Singh,9300919776,613386
2,"Godowlia, Varanasi",13YZBQKYF25Q,C08941,2023-06-14,4236,Pooja Nair,9837618439,4236259
2,"Karol Bagh, Delhi",,C08942,2021-04-10,1752,Ravi Jain,9520903107,1752834
2,"Charminar, Mumbai",,C08943,2021-06-22,3936,Lata Modi,9659591274,3936946
2,"Hazratganj, Hyderabad",,C08944,2025-07-23,1871,Gaurav Reddy,9762478366,1871785
3,"Rajwada, Jaipur",,C08945,2020-10-01,4495,Sita Jain,9360131387,4495980
2,"Sector 17, Lucknow",,C08946,2020-06-06,2963,Sita Nair,9524847568,2963715
1,"Commercial St, Nagpur",,C08947,2025-01-03,4237,Vikram Patel,9696005981,4237911
1,"Karol Bagh, Chandigarh",,C08948,2022-07-08,2575,Manoj Verma,9738842032,2575495
3,"Commercial St, Jaipur",,C08949,2021-04-22,4792,Vikram Sharma,9517420140,4792885
3,"Johari Bazaar, Varanasi",,C08950,2025-11-01,4624,Amit Desai,9363773115,4624490
2,"Navrangpura, Chandigarh",,C08951,2020-06-01,24,Ravi Sharma,9514602202,24960
1,"T Nagar, Mumbai",206FNJKM3R7G,C08952,2024-11-23,4301,Anita Iyer,9644798546,4301143
0,"Sadar, Hyderabad",210L69YMEHFU,C08953,2025-04-27,2074,Neha Trivedi,9517179950,2074720
1,"Bandra West, Kolkata",3043W4M7PK45,C08954,2025-12-17,2917,Amit Verma,9223757037,2917202
0,"New Market, Surat",,C08955,2020-06-14,1504,Manoj Trivedi,9168704164,1504561
0,"Commercial St, Jaipur",,C08956,2020-07-12,1169,Swati Iyer,9976937356,1169504
3,"Sadar, Chennai",,C08957,2024-06-21,744,Anita Chopra,9384960142,744214
0,"Godowlia, Indore",,C08958,2025-07-09,1828,Amit Nair,9654829605,1828736
0,"Sadar, Surat",1762X5CAVW6H,C08959,2020-04-17,4371,Gaurav Shah,9599504781,4371801
0,"Charminar, Varanasi",,C08960,2025-09-24,3624,Kavita Modi,9639458189,3624176
3,"Navrangpura, Bangalore",3330PD7NX5N2,C08961,2023-09-04,2596,Pooja Shah,9190173721,2596929
0,"MG Road, Surat",,C08962,2023-06-19,2182,Suresh Reddy,9886876609,2182304
3,"Godowlia, Hyderabad",,C08963,2025-10-12,217,Rekha Sharma,9511968481,217976
3,"Johari Bazaar, Chandigarh",,C08964,2020-12-02,3038,Gaurav Iyer,9471717657,3038604
3,"Bandra West, Mumbai",,C08965,2021-04-22,4083,Rohit Bose,9547873558,4083598
0,"Ring Road, Pune",,C08966,2020-04-21,1574,Anjali Shah,9532241047,1574991
3,"New Market, Kolkata",,C08967,2021-04-17,558,Anita Iyer,9696427770,558593
3,"Karol Bagh, Bangalore",,C08968,2021-05-09,4431,Neha Mehta,9656055549,4431243
2,"New Market, Pune",,C08969,2025-05-08,3928,Anjali Iyer,9967018714,3928429
3,"Hazratganj, Mumbai",,C08970,2022-01-30,2313,Manoj Shah,9157117917,2313136
2,"Sector 17, Surat",13QL6OFUPWO4,C08971,2020-11-23,4202,Anita Gupta,9934736119,4202920
2,"Navrangpura, Mumbai",,C08972,2020-07-31,1146,Rohit Nair,9386880867,1146694
1,"Karol Bagh, Mumbai",,C08973,2020-05-07,4279,Manoj Agarwal,9108643927,4279232
0,"New Market, Surat",,C08974,2022-01-31,4979,Ravi Iyer,9252129701,4979239
0,"Johari Bazaar, Jaipur",33GA89ZP0W1K,C08975,2023-08-27,132,Nitin Iyer,9258437503,132581
1,"New Market, Mumbai",11QZBJVHGARQ,C08976,2025-10-05,2314,Sita Chopra,9718623365,2314431
0,"Sadar, Varanasi",,C08977,2023-11-16,2245,Gaurav Agarwal,9900115317,2245783
2,"Navrangpura, Delhi",,C08978,2022-08-04,18,Priya Mehta,9448348410,18313
3,"MG Road, Chandigarh",31QP0SCNIOVX,C08979,2020-02-25,1967,Neha Mehta,9201104245,1967002
1,"Hazratganj, Chennai",,C08980,2023-02-27,3511,Sita Mehta,9439137054,3511311
3,"MG Road, Ahmedabad",,C08981,2021-08-15,1581,Anita Reddy,9755760073,1581087
1,"Hazratganj, Pune",21EIART5484X,C08982,2025-06-15,2270,Sita Agarwal,9858834383,2270354
2,"Rajwada, Varanasi",24Y5AAP91H9B,C08983,2020-11-29,2405,Manoj Sharma,9778547373,2405415
0,"Ring Road, Varanasi",,C08984,2020-05-19,2072,Sita Shah,9929538546,2072875
2,"Sadar, Pune",,C08985,2021-06-13,4096,Pooja Patel,9150727215,4096248
1,"Ring Road, Bangalore",17O3CB1RJ9JF,C08986,2024-08-26,225,Lata Kumar,9101826426,225728
0,"Johari Bazaar, Bangalore",,C08987,2021-09-09,1363,Sanjay Jain,9288474701,1363093
1,"Karol Bagh, Nagpur",,C08988,2025-08-29,2083,Suresh Sharma,9632967363,2083500
2,"Navrangpura, Nagpur",14TYLOUXFYC1,C08989,2022-01-26,2331,Arun Iyer,9130251372,2331163
1,"Commercial St, Mumbai",355UPPZIQHU6,C08990,2023-03-09,3170,Anjali Gupta,9181254384,3170898
2,"Bandra West, Hyderabad",,C08991,2024-05-12,3308,Anjali Mehta,9493989839,3308988
0,"Navrangpura, Nagpur",,C08992,2025-06-03,282,Rajesh Patel,9242496579,282393
2,"Bandra West, Surat",,C08993,2024-07-30,1130,Nitin Singh,9458846012,1130863
0,"Ring Road, Mumbai",,C08994,2024-04-04,4774,Nitin Desai,9313602408,4774931
2,"Hazratganj, Indore",,C08995,2020-08-25,3671,Priya Patel,9668312039,3671119
2,"T Nagar, Varanasi",246KGYV65P1A,C08996,2022-03-03,529,Deepak Das,9827047412,529080
0,"MG Road, Jaipur",30LWHZLBNFVJ,C08997,2021-01-28,2224,Ashok Agarwal,9905962240,2224356
1,"Sector 17, Mumbai",,C08998,2023-11-13,917,Anita Pillai,9521516171,917779
3,"T Nagar, Surat",32QLXR180SWD,C08999,2022-11-27,1463,Priya Verma,9132155237,1463712
1,"Karol Bagh, Lucknow",,C09000,2023-03-10,1028,Neha Verma,9134271683,1028706
0,"Johari Bazaar, Varanasi",,C09001,2020-08-14,3853,Kavita Shah,9722287127,3853420
2,"Godowlia, Pune",,C09002,2025-09-11,1537,Vikram Chopra,9191096748,1537573
3,"T Nagar, Varanasi",,C09003,2021-07-04,581,Ravi Mehta,9225466724,581410
2,"New Market, Surat",,C09004,2025-08-06,1149,Ashok Reddy,9842087162,1149331
3,"New Market, Mumbai",,C09005,2023-06-19,4666,Deepak Bose,9263584680,4666007
1,"Hazratganj, Pune",13ER9G0UCJ9C,C09006,2024-05-07,1459,Suresh Kumar,9884866648,1459828
1,"Sadar, Mumbai",,C09007,2022-12-22,1559,Priya Das,9963485693,1559691
3,"Karol Bagh, Kolkata",22K5QJHRGVGS,C09008,2021-01-27,2906,Lata Jain,9594654091,2906259
1,"Sadar, Mumbai",,C09009,2021-05-01,3566,Amit Shah,9588275611,3566916
1,"Sector 17, Mumbai",,C09010,2021-01-21,2220,Arun Jain,9510282348,2220273
2,"Navrangpura, Chennai",35FF9M9NEAH1,C09011,2020-05-28,3725,Amit Reddy,9807344697,3725809
2,"Charminar, Chandigarh",,C09012,2025-10-12,4250,Anjali Reddy,9735301717,4250392
0,"Rajwada, Jaipur",,C09013,2020-08-15,2094,Ashok Trivedi,9229661363,2094985
3,"Bandra West, Ahmedabad",,C09014,2021-04-23,2622,Swati Reddy,9453264543,2622719
1,"Karol Bagh, Pune",34I4SN63GTJ7,C09015,2023-01-08,2352,Rohit Reddy,9107745559,2352362
0,"Charminar, Surat",30M74Q46D9PV,C09016,2020-03-12,4381,Sita Verma,9156500610,4381234
3,"Commercial St, Delhi",,C09017,2023-02-25,156,Sita Reddy,9438138206,156758
2,"Rajwada, Mumbai",,C09018,2024-11-07,230,Pooja Mehta,9820352848,230771
3,"Johari Bazaar, Ahmedabad",,C09019,2023-07-02,754,Nitin Reddy,9324414892,754771
3,"Sadar, Bangalore",175EWPWR6P0J,C09020,2022-03-13,4282,Swati Verma,9213274655,4282634
2,"Charminar, Pune",,C09021,2020-10-12,1659,Lata Modi,9693160669,1659548
1,"Karol Bagh, Surat",,C09022,2020-01-04,1055,Ravi Mehta,9463038413,1055455
3,"MG Road, Surat",,C09023,2023-08-14,4443,Amit Singh,9170204890,4443806
3,"MG Road, Lucknow",30YP6CLXPL4C,C09024,2024-09-28,3183,Anita Modi,9465289274,3183979
3,"Godowlia, Surat",19H7A85M4QXY,C09025,2020-11-09,4736,Sanjay Iyer,9455579803,4736913
1,"Rajwada, Varanasi",,C09026,2025-08-13,2589,Ashok Desai,9845912823,2589961
1,"T Nagar, Kolkata",,C09027,2023-12-16,2878,Neha Chopra,9743320490,2878406
2,"Ring Road, Jaipur",,C09028,2020-01-16,3083,Ashok Bose,9859773329,3083863
2,"Charminar, Indore",,C09029,2021-04-24,3921,Kavita Bose,9112673256,3921431
3,"Sadar, Varanasi",15E0972XY9LQ,C09030,2022-12-16,3161,Meena Trivedi,9388279195,3161405
3,"Godowlia, Mumbai",,C09031,2024-01-09,3132,Kavita Nair,9961793501,3132236
2,"Godowlia, Lucknow",12SH4NJE0IZ7,C09032,2025-04-20,4959,Gaurav Bose,9244509281,4959847
2,"Bandra West, Pune",,C09033,2023-01-19,1559,Rekha Agarwal,9307386000,1559218
0,"Godowlia, Pune",21U02IZ1APV3,C09034,2021-04-12,2331,Pooja Modi,9639303014,2331644
0,"Bandra West, Lucknow",,C09035,2022-07-13,1752,Nitin Sharma,9788922516,1752345
2,"T Nagar, Chandigarh",343VDXDHE3B4,C09036,2022-12-04,4122,Ashok Singh,9789426565,4122766
1,"Ring Road, Surat",,C09037,2022-12-26,2944,Suresh Pillai,9772258293,2944238
1,"Hazratganj, Hyderabad",229LIM7BR293,C09038,2022-10-23,747,Amit Modi,9336751157,747313
0,"New Market, Surat",,C09039,2024-02-26,4621,Ashok Chopra,9952606060,4621608
1,"Ring Road, Nagpur",,C09040,2023-12-30,3727,Deepak Sharma,9668903895,3727098
3,"Sadar, Lucknow",26EJAPC2UIT5,C09041,2021-04-21,1680,Meena Singh,9568340901,1680225
2,"Navrangpura, Delhi",,C09042,2021-05-17,4326,Amit Bose,9488087257,4326748
1,"Bandra West, Hyderabad",,C09043,2021-06-08,2254,Pooja Kumar,9392507726,2254800
2,"T Nagar, Bangalore",10SKXL29ZXI8,C09044,2020-04-01,469,Sanjay Das,9995022468,469987
0,"Karol Bagh, Bangalore",32TLOASS9CIT,C09045,2021-02-26,2344,Meena Bose,9890907362,2344456
3,"Bandra West, Ahmedabad",,C09046,2020-07-15,2422,Arun Sharma,9955138676,2422142
3,"T Nagar, Varanasi",,C09047,2020-01-01,1819,Neha Bose,9756827906,1819463
0,"Johari Bazaar, Mumbai",,C09048,2023-08-09,3375,Rohit Shah,9812738371,3375181
1,"Rajwada, Mumbai",,C09049,2022-01-07,3514,Nitin Kumar,9185889885,3514256
3,"New Market, Lucknow",,C09050,2020-07-16,1924,Arun Modi,9496810191,1924748
3,"Rajwada, Chandigarh",,C09051,2023-11-08,3250,Neha Desai,9637054663,3250222
1,"Rajwada, Varanasi",,C09052,2023-01-10,2383,Meena Jain,9267775165,2383668
0,"Sadar, Delhi",,C09053,2022-05-22,4189,Ashok Desai,9126559193,4189250
3,"MG Road, Delhi",,C09054,2020-06-25,3833,Manoj Kumar,9812816940,3833821
